no,caseid,season,vq1,vq1a,vq1b,vq1c,vq1d,vq1e,vq2,vq17,vq17a_1,vq17a_2,vq17a_3,vq17a_4,vq17a_5,vq17a_6,vq17a_7,vq17a_8,vq17a_9,vq17a_10,vq17a_11,vq17a_12,vq17a_13,vq17a1_1,vq17a1_2,vq17a1_3,vq17a2_1,vq17a2_2,vq17a2_3,vq17a2_4,vq17a3_1,vq17a3_2,vq17a3_3,vq17a3_4,vq17a4_1,vq17a4_2,vq17a4_3,vq17a4_4,vq17a5_1,vq17a5_2,vq17a5_3,vq17a6_1,vq17a6_2,vq17a6_3,vq17a6_4,vq17a6_5,vq17a7_1,vq17a7_2,vq17a7_3,vq17a8_1,vq17a8_2,vq17a8_3,vq17a8_4,vq17a8_5,vq17a9_1,vq17a9_2,vq17a9_3,vq17a10_1,vq17a10_2,vq17a11_1,vq17a11_2,vq17a11_3,vq17a11_4,vq17a12_1,vq17a12_2,vq17a13_1,vq17a13_2,vq18,vq19,vq20,vb1,vb2,vb3,vb4,vb5,vb6,vb7,q32,q33,weight
4494,76109089,1,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,13,4,3,1,1, , ,0.803358283
4491,76109145,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,5,1,2, , ,0.77591733
4488,76109158,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,2,2,1,2, , ,0.77591733
4462,76109451,1,3,0,2,0,0,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,1,3,4,5,1,2, , ,0.613102425
4449,76109553,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,2,2,1, , ,0.803373265
4440,76109670,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,2,2,18,2, , ,0.771140985
4435,76109729,1,2,0,1,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,7,2,1,4,1, , ,0.804688579
4431,76109757,1,3,0,3,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,13,2,2,1,2, , ,0.77591733
4428,76109793,1,7,5,0,1,0,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,8,1,9,2,5,3,2, , ,0.742007681
4405,76110092,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,10,1,11,4,1,4,2, , ,0.614117673
4383,76110233,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,1,11,2,1,2,2, , ,0.613113859
4377,76110287,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,3,2, , ,0.777749468
4375,76110294,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,4,2,2,2, , ,0.7759318
4373,76110321,1,9,9,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,8,1,11,2,3,7,2, , ,0.735871594
4341,76110623,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,9,1,11,2,2,1,2, , ,0.571003587
4333,76110679,1,2,2,0,0,0,0, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,1,4,1, , ,0.804688579
4328,76110738,1,3,1,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,1,11,2,2,4,2, , ,0.614117673
4322,76110782,1,0,0,0,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,0, ,11,1,11,4,2,3,2, , ,0.777749468
4305,76110938,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,11,4,2,1,2, , ,0.77591733
4302,76110956,1,0,0,0,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,10,1,7,2,2,4,1, , ,0.656546623
4287,76111147,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,1,1,14,1,2,3,2, , ,2.720821784
4270,76111264,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2,2,9,1,10,2,5,1,2, , ,0.571003587
4235,76111602,1,3,0,3,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,2,2, , ,0.7759318
4224,76111693,1,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,1,11,2,1,1,2, , ,0.613102425
4190,76112018,1,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,1,11,1,11,4,2,3,2, , ,0.777749468
4178,76112112,1,0,0,0,0,0,0,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,11,2,2,2,2, , ,0.7759318
4174,76112138,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,1,11,2,5,1,2, , ,0.571003587
4172,76112144,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,2,1,1, , ,0.803358283
4149,76112349,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,11,4,2,2,2, , ,0.7759318
4136,76112444,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,1,10,4,2,1,2, , ,0.613102425
4132,76112470,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,1,11,4,2,7,2, , ,0.609468048
4126,76112560,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,3,2, , ,0.777749468
4122,76112587,1,3,3,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,11,2,3,4,2, , ,0.777202186
4113,76112697,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,2,2,3,2, , ,0.777749468
4089,76112994,1,2,0,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,13,2,2,3,1, , ,0.805255216
4085,76113035,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,1,11,2,2,2,2, , ,0.613113859
4079,76113120,1,1,1,0,0,0,0, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,1,10,4,2,4,2, , ,0.614117673
4078,76113122,1,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,13,2,3,3,2, , ,0.777749468
4072,76113178,1,6,6,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,1,1,14,1,1,2,2, , ,2.714462989
4059,76113310,1,4,3,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,1,13,2,5,4,1, , ,0.656546623
4055,76113325,1,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,1,11,4,1,4,2, , ,0.614117673
4052,76113358,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,1,2, , ,0.77591733
4038,76113467,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,1,10,4,5,4,1, , ,0.656546623
4036,76113480,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,4,5,2,2, , ,0.7759318
4024,76113581,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,1,13,2,4,4,2, , ,0.614117673
4022,76113592,1,15,15,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,1,1,14,1,1,2,2, , ,2.714462989
4004,76113706,1,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,10,1,13,3,5,1,1, , ,0.655461232
3993,76113802,1,3,2,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,9,1,13,2,3,1,1, , ,0.697556759
3983,76113884,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,2,2,1,2, , ,0.77591733
3975,76113949,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,2,2,4,2, , ,0.777202186
3974,76113979,1,4,4,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,1,11,4,2,1,2, , ,0.613102425
3970,76114002,1,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,11,1,11,2,2,4,2, , ,0.777202186
3959,76114131,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,2,2,3,2, , ,0.777749468
3957,76114162,1,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,1,1,14,1,1,1,1, , ,3.305872584
3950,76114280,1,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,1,11,2,1,4,2, , ,0.571949123
3944,76114312,1,0,0,0,0,0,0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,4,2,4,1, , ,0.804688579
3942,76114317,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,1,11,4,1,4,2, , ,0.614117673
3937,76114369,1,12,12,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,1,11,2,2,4,2, , ,0.777202186
3927,76114478,1,0,0,0,0,0,0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,7,1, , ,0.798596098
3926,76114479,1,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,2,2,7,2, , ,0.771317812
3921,76114533,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,1,1,2, , ,0.77591733
3887,76114909,1,9,8,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,11,3,2,1,2, , ,0.77591733
3886,76114946,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,1,13,2,3,4,1, , ,0.698711856
3880,76115005,1,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,4,4,1, , ,0.804688579
3879,76115008,1,0,0,0,0,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,2,2, , ,0.7759318
3866,76115169,1,5,5,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,1,13,4,5,1,1, , ,0.655461232
3852,76115268,1,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,2,3,2, , ,0.777749468
3851,76115285,1,0,0,0,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,2,2,1, , ,0.803373265
3842,76115335,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,4,2,3,2, , ,0.777749468
3841,76115359,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,11,2,2,1,2, , ,0.77591733
3837,76115399,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,13,4,2,4,1, , ,0.804688579
3822,76115621,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,1,10,2,5,1,2, , ,0.571003587
3818,76115649,1,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,11,1,8,2,7,2,1, , ,0.803373265
3762,76116359,1,3,3,0,0,0,0, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,1,11,2,1,1,2, , ,0.613102425
3749,76116498,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,4,2, , ,0.777202186
3747,76116588,1,5,5,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,1,11,4,4,18,2, , ,0.609328327
3746,76116595,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,1,4,2, , ,0.777202186
3741,76116629,1,0,0,0,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,13,2,1,4,1, , ,0.804688579
3729,76116764,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,2,7,1, , ,0.798596098
3712,76116938,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,10,2,4,1,2, , ,0.77591733
3706,76117009,1,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,13,2,1,4,1, , ,0.804688579
3689,76117235,1,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,2,11,1,13,2,5,3,2, , ,0.777749468
3670,76117455,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,9,1,11,2,5,2,2, , ,0.571014236
3654,76117626,1,3,1,1,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,2,2,1,2, , ,0.77591733
3649,76117652,1,0,0,0,0,0,0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,1,11,2,1,7,2, , ,0.567618765
3648,76117662,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,4,5,2,2, , ,0.7759318
3647,76117677,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,4,1, , ,0.804688579
3636,76117842,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,1,11,2,1,7,2, , ,0.609468048
3635,76117856,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,4,2,2,1, , ,0.803373265
3623,76118060,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,2,2,7,2, , ,0.771317812
3622,76118074,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,2,2, , ,0.7759318
3619,76118133,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,11,1,11,2,2,3,2, , ,0.777749468
3607,76118301,1,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,11,1,13,2,1,1,1, , ,0.803358283
3594,76118487,1,2,1,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,1,11,4,2,3,2, , ,0.614550116
3555,76118939,1,2,0,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,1,9,2,5,3,1, , ,0.699203867
3554,76118957,1,2,0,1,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,2,2,4,2, , ,0.777202186
3553,76118960,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,2,3,4,2, , ,0.777202186
3544,76119045,1,4,1,1,2,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,2,2,3,2, , ,0.777749468
3536,76119195,1,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,7,2,3,4,1, , ,0.804688579
3517,76119380,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,1,11,2,4,1,2, , ,0.77591733
3509,76119434,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,1,11,2,1,3,2, , ,0.614550116
3505,76119453,1,3,0,3,0,0,0, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,7,2,2,3,1, , ,0.805255216
3502,76119461,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,2,2,4,2, , ,0.777202186
3497,76119527,1,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,4,2,3,2, , ,0.777749468
3493,76119535,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,2,3,1, , ,0.805255216
3490,76119547,1,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,10,1,9,2,4,4,1, , ,0.656546623
3475,76119731,1,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,1,11,2,8,3,1, , ,0.657008942
3470,76119786,1,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,10,1,9,4,4,1,1, , ,0.655461232
3427,76120383,1,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,10,1,13,4,3,4,1, , ,0.656546623
3426,76120429,1,3,2,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,2,11,1,13,2,3,3,2, , ,0.777749468
3404,76120744,1,2,1,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,2,2,1,2, , ,0.77591733
3399,76120785,1,0,0,0,0,0,0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,1,2, , ,0.77591733
3388,76120888,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,8,1,11,2,5,1,2, , ,0.74025974
3385,76120913,1,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,11,1,13,2,5,3,1, , ,0.805255216
3376,76121039,1,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,10,1,10,2,3,3,2, , ,0.614550116
3373,76121094,1,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,13,2,2,1,1, , ,0.803358283
3368,76121130,1,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,10,1,11,4,2,4,2, , ,0.614117673
3358,76121267,1,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,11,1,11,4,1,2,2, , ,0.7759318
3356,76121291,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,9,1,13,2,6,3,2, , ,0.572351871
3355,76121295,1,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,10,1,13,2,3,1,1, , ,0.655461232
